recording,mode,variant,timestamp,event,text
1786194763609,command_menu,baseline,11160.0,endpoint,вниз
1786194763609,command_menu,baseline,12840.0,endpoint,вниз
1786194763609,command_menu,baseline,15000.0,endpoint,вниз
1786194763609,command_menu,baseline,16680.0,endpoint,вверх
1786194763609,command_menu,baseline,17880.0,endpoint,вверх
1786194763609,command_menu,baseline,18840.0,endpoint,вверх
1786194763609,command_menu,baseline,24120.0,endpoint,вверх
1786194763609,command_menu,baseline,26040.0,endpoint,вниз
1786194763609,command_menu,baseline,27240.0,endpoint,вниз
1786194763609,command_menu,baseline,28440.0,endpoint,вниз
1786194763609,command_menu,baseline,47400.0,endpoint,вверх
1786194763609,command_menu,baseline,49560.0,endpoint,вверх вверх
1786194763609,command_menu,baseline,52200.0,endpoint,вниз вниз
1786194763609,command_menu,baseline,53400.0,endpoint,вниз
1786194763609,command_menu,baseline,54600.0,endpoint,вверх
1786194763609,command_menu,baseline,55800.0,endpoint,вверх
1786194763609,command_menu,baseline,57000.0,endpoint,вверх
1786194763609,command_menu,baseline,59160.0,endpoint,печать
1786194763609,command_menu,baseline,66600.0,endpoint,печать
1786194763609,command_menu,baseline,71400.0,endpoint,печать
1786194763609,command_menu,baseline,111480.0,endpoint,доступность
1786194763609,free_text,baseline,11160.0,endpoint,вниз
1786194763609,free_text,baseline,13320.0,endpoint,них
1786194763609,free_text,baseline,15000.0,endpoint,вниз
1786194763609,free_text,baseline,16680.0,endpoint,вверх
1786194763609,free_text,baseline,17880.0,endpoint,верх
1786194763609,free_text,baseline,18840.0,endpoint,вверх
1786194763609,free_text,baseline,24120.0,endpoint,верх
1786194763609,free_text,baseline,26040.0,endpoint,вниз
1786194763609,free_text,baseline,27240.0,endpoint,вниз
1786194763609,free_text,baseline,28440.0,endpoint,вниз
1786194763609,free_text,baseline,47400.0,endpoint,вверх
1786194763609,free_text,baseline,48360.0,endpoint,вверх
1786194763609,free_text,baseline,49560.0,endpoint,верх
1786194763609,free_text,baseline,52200.0,endpoint,вниз вниз
1786194763609,free_text,baseline,53400.0,endpoint,вниз
1786194763609,free_text,baseline,54600.0,endpoint,верх
1786194763609,free_text,baseline,55800.0,endpoint,верх
1786194763609,free_text,baseline,57000.0,endpoint,вверх
1786194763609,free_text,baseline,59640.0,endpoint,печать
1786194763609,free_text,baseline,62280.0,endpoint,белый
1786194763609,free_text,baseline,63960.0,endpoint,назад
1786194763609,free_text,baseline,67320.0,endpoint,же печать
1786194763609,free_text,baseline,71880.0,endpoint,печать
1786194763609,free_text,baseline,74520.0,endpoint,жёлтый
1786194763609,free_text,baseline,83160.0,endpoint,жёлтый
1786194763609,free_text,baseline,90600.0,endpoint,жёлтый
