recording,mode,timestamp,baseline_text,low_text,moderate_text,high_text,very_high_text,classification
1786194763609,command_menu,10320.0,partial:вниз,endpoint:,endpoint:,endpoint:,endpoint:,different_unclear
1786194763609,command_menu,10400.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,10480.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,10560.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,10640.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,10720.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,10800.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,10880.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,10960.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11040.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11120.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11200.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11280.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11360.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11440.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11520.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11600.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11680.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11760.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11840.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,11920.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12000.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12080.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12160.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12240.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12320.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12400.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12480.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12560.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12640.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12720.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12800.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12880.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,12960.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,13040.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,13120.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,13200.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,13280.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,13360.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,13440.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,13520.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,13600.0,partial:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,13680.0,endpoint:вниз вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,16080.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,16160.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,16240.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,16320.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,16400.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,16480.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,16560.0,partial:вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,16640.0,partial:вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,16720.0,partial:вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,16800.0,partial:вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,16880.0,partial:вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,16960.0,partial:вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,17040.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,17120.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,17200.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,17280.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,17360.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,17440.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,17520.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,17600.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,17680.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,17760.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,17840.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,17920.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,18000.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,18080.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,18160.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,18240.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,18320.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,18400.0,partial:вверх вверх,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,18480.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,18560.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,18640.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,18720.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,18800.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,18880.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,18960.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19040.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19120.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19200.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19280.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19360.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19440.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19520.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19600.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19680.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19760.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19840.0,partial:вверх вверх вверх,partial:вверх,partial:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,19920.0,endpoint:вверх вверх вверх,endpoint:вверх,endpoint:вверх,partial:,partial:,different_unclear
1786194763609,command_menu,20400.0,partial:,partial:,partial:,endpoint:,endpoint:вверх,different_unclear
1786194763609,command_menu,24240.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24320.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24400.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24480.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24560.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24640.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24720.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24800.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24880.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24960.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,25040.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,25120.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,25200.0,partial:вниз,partial:,partial:,endpoint:вверх,partial:,different_unclear
1786194763609,command_menu,25280.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,25360.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,25440.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,25520.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,25600.0,partial:вниз,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,26640.0,partial:вниз вниз,partial:вниз вниз,partial:вниз вниз,endpoint:вниз,endpoint:вниз,different_unclear
1786194763609,command_menu,26720.0,partial:вниз вниз,partial:вниз вниз,partial:вниз вниз,partial:,partial:,different_unclear
